OBJECTID,section,category,description,date,metric,value,report_date
662,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/10/2020,Cumulative,290881,02/04/2021
663,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/11/2020,Cumulative,294846,02/04/2021
664,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/12/2020,Cumulative,297591,02/04/2021
665,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/13/2020,Cumulative,300561,02/04/2021
666,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/14/2020,Cumulative,302499,02/04/2021
667,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/15/2020,Cumulative,305346,02/04/2021
668,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/16/2020,Cumulative,308860,02/04/2021
669,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/17/2020,Cumulative,312043,02/04/2021
670,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/18/2020,Cumulative,314317,02/04/2021
671,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/19/2020,Cumulative,316531,02/04/2021
672,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/20/2020,Cumulative,318517,02/04/2021
673,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/21/2020,Cumulative,320587,02/04/2021
674,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/22/2020,Cumulative,323075,02/04/2021
675,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/23/2020,Cumulative,325532,02/04/2021
676,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/24/2020,Cumulative,328230,02/04/2021
677,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/25/2020,Cumulative,329459,02/04/2021
678,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/26/2020,Cumulative,330881,02/04/2021
679,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/27/2020,Cumulative,332605,02/04/2021
680,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/28/2020,Cumulative,334027,02/04/2021
681,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/29/2020,Cumulative,336102,02/04/2021
682,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/30/2020,Cumulative,338909,02/04/2021
683,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,12/31/2020,Cumulative,341650,02/04/2021
684,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/01/2021,Cumulative,343501,02/04/2021
685,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/02/2021,Cumulative,345375,02/04/2021
686,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/03/2021,Cumulative,347413,02/04/2021
687,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/04/2021,Cumulative,349011,02/04/2021
688,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/05/2021,Cumulative,351105,02/04/2021
689,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/06/2021,Cumulative,354473,02/04/2021
690,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/07/2021,Cumulative,357628,02/04/2021
691,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/08/2021,Cumulative,360510,02/04/2021
692,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/09/2021,Cumulative,362676,02/04/2021
693,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/10/2021,Cumulative,364337,02/04/2021
694,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/11/2021,Cumulative,365827,02/04/2021
695,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/12/2021,Cumulative,368214,02/04/2021
696,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/13/2021,Cumulative,370548,02/04/2021
697,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/14/2021,Cumulative,372645,02/04/2021
698,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/15/2021,Cumulative,374698,02/04/2021
699,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/16/2021,Cumulative,376239,02/04/2021
700,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/17/2021,Cumulative,377194,02/04/2021
701,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/18/2021,Cumulative,378848,02/04/2021
702,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/19/2021,Cumulative,380249,02/04/2021
703,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/20/2021,Cumulative,382286,02/04/2021
704,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/21/2021,Cumulative,384065,02/04/2021
705,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/22/2021,Cumulative,385967,02/04/2021
706,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/23/2021,Cumulative,387308,02/04/2021
707,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/24/2021,Cumulative,388495,02/04/2021
708,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/25/2021,Cumulative,389399,02/04/2021
709,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/26/2021,Cumulative,390838,02/04/2021
710,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/27/2021,Cumulative,392367,02/04/2021
711,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/28/2021,Cumulative,393993,02/04/2021
712,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/29/2021,Cumulative,395497,02/04/2021
713,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/30/2021,Cumulative,396667,02/04/2021
714,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,01/31/2021,Cumulative,397526,02/04/2021
715,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,02/01/2021,Cumulative,398309,02/04/2021
716,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,02/02/2021,Cumulative,399595,02/04/2021
717,Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date Reported to the State,02/03/2021,Cumulative,400851,02/04/2021
718,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/07/2020,3-Day Moving Average of Cases,3.333,02/04/2021
719,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/08/2020,3-Day Moving Average of Cases,1.333,02/04/2021
720,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/09/2020,3-Day Moving Average of Cases,3,02/04/2021
721,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/10/2020,3-Day Moving Average of Cases,4.333,02/04/2021
722,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/11/2020,3-Day Moving Average of Cases,10.667,02/04/2021
723,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/12/2020,3-Day Moving Average of Cases,12.333,02/04/2021
724,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/13/2020,3-Day Moving Average of Cases,19.333,02/04/2021
725,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/14/2020,3-Day Moving Average of Cases,22.333,02/04/2021
726,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/15/2020,3-Day Moving Average of Cases,30.333,02/04/2021
727,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/16/2020,3-Day Moving Average of Cases,33,02/04/2021
728,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/17/2020,3-Day Moving Average of Cases,33.333,02/04/2021
729,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/18/2020,3-Day Moving Average of Cases,45.333,02/04/2021
730,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/19/2020,3-Day Moving Average of Cases,61.333,02/04/2021
731,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/20/2020,3-Day Moving Average of Cases,92,02/04/2021
732,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/21/2020,3-Day Moving Average of Cases,107.667,02/04/2021
733,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/22/2020,3-Day Moving Average of Cases,121.333,02/04/2021
734,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/23/2020,3-Day Moving Average of Cases,146,02/04/2021
735,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/24/2020,3-Day Moving Average of Cases,165,02/04/2021
736,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/25/2020,3-Day Moving Average of Cases,227.667,02/04/2021
737,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/26/2020,3-Day Moving Average of Cases,260.667,02/04/2021
738,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/27/2020,3-Day Moving Average of Cases,312.333,02/04/2021
739,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/28/2020,3-Day Moving Average of Cases,289.333,02/04/2021
740,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/29/2020,3-Day Moving Average of Cases,302,02/04/2021
741,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/30/2020,3-Day Moving Average of Cases,301.667,02/04/2021
742,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,03/31/2020,3-Day Moving Average of Cases,348.667,02/04/2021
743,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/01/2020,3-Day Moving Average of Cases,370.667,02/04/2021
744,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/02/2020,3-Day Moving Average of Cases,411,02/04/2021
745,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/03/2020,3-Day Moving Average of Cases,413,02/04/2021
746,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/04/2020,3-Day Moving Average of Cases,408.333,02/04/2021
747,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/05/2020,3-Day Moving Average of Cases,332.333,02/04/2021
748,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/06/2020,3-Day Moving Average of Cases,291.333,02/04/2021
749,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/07/2020,3-Day Moving Average of Cases,250,02/04/2021
750,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/08/2020,3-Day Moving Average of Cases,360.333,02/04/2021
751,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/09/2020,3-Day Moving Average of Cases,393.333,02/04/2021
752,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/10/2020,3-Day Moving Average of Cases,451.333,02/04/2021
753,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/11/2020,3-Day Moving Average of Cases,411.333,02/04/2021
754,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/12/2020,3-Day Moving Average of Cases,416.333,02/04/2021
755,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/13/2020,3-Day Moving Average of Cases,369,02/04/2021
756,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/14/2020,3-Day Moving Average of Cases,330.333,02/04/2021
757,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/15/2020,3-Day Moving Average of Cases,343,02/04/2021
758,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/16/2020,3-Day Moving Average of Cases,363,02/04/2021
759,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/17/2020,3-Day Moving Average of Cases,397.667,02/04/2021
760,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/18/2020,3-Day Moving Average of Cases,348.333,02/04/2021
761,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/19/2020,3-Day Moving Average of Cases,335.333,02/04/2021
762,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/20/2020,3-Day Moving Average of Cases,295,02/04/2021
763,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/21/2020,3-Day Moving Average of Cases,361.333,02/04/2021
764,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/22/2020,3-Day Moving Average of Cases,390.667,02/04/2021
765,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/23/2020,3-Day Moving Average of Cases,613.333,02/04/2021
766,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/24/2020,3-Day Moving Average of Cases,693,02/04/2021
767,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/25/2020,3-Day Moving Average of Cases,723.333,02/04/2021
768,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/26/2020,3-Day Moving Average of Cases,544.667,02/04/2021
769,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/27/2020,3-Day Moving Average of Cases,472.667,02/04/2021
770,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/28/2020,3-Day Moving Average of Cases,453.333,02/04/2021
771,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/29/2020,3-Day Moving Average of Cases,590.333,02/04/2021
772,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,04/30/2020,3-Day Moving Average of Cases,579,02/04/2021
773,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,05/01/2020,3-Day Moving Average of Cases,588.333,02/04/2021
774,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,05/02/2020,3-Day Moving Average of Cases,443.333,02/04/2021
775,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,05/03/2020,3-Day Moving Average of Cases,371.333,02/04/2021
776,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,05/04/2020,3-Day Moving Average of Cases,338.667,02/04/2021
777,Case Summary,Cases,3-Day Average of COVID-19 Cases in Colorado by Date Reported to the State,05/05/2020,3-Day Moving Average of Cases,334,02/04/2021
