OBJECTID,Desc_,Date,Metric,Value,Rep_Date,Name,Pop
1758,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/07/2020,Cumulative People Tested at CDPHE State Lab,654278,02/02/2021,Colorado,5763976
1759,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/07/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1611822,02/02/2021,Colorado,5763976
1760,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/07/2020,7-Day Average Percent Positivity,0.113,02/02/2021,Colorado,5763976
1761,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/07/2020,3-Day Average Percent Positivity,0.115,02/02/2021,Colorado,5763976
1762,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/08/2020,Percent Positivity,0.13,02/02/2021,Colorado,5763976
1763,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/08/2020,People Tested at CDPHE State Lab,7274,02/02/2021,Colorado,5763976
1764,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/08/2020,People Tested at Non-CDPHE (Commerical) Labs,26184,02/02/2021,Colorado,5763976
1765,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/08/2020,Cumulative People Tested at CDPHE State Lab,661552,02/02/2021,Colorado,5763976
1766,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/08/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1638006,02/02/2021,Colorado,5763976
1767,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/08/2020,7-Day Average Percent Positivity,0.116,02/02/2021,Colorado,5763976
1768,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/08/2020,3-Day Average Percent Positivity,0.121,02/02/2021,Colorado,5763976
1769,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/09/2020,Percent Positivity,0.123,02/02/2021,Colorado,5763976
1770,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/09/2020,People Tested at CDPHE State Lab,7457,02/02/2021,Colorado,5763976
1771,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/09/2020,People Tested at Non-CDPHE (Commerical) Labs,25222,02/02/2021,Colorado,5763976
1772,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/09/2020,Cumulative People Tested at CDPHE State Lab,669009,02/02/2021,Colorado,5763976
1773,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/09/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1663228,02/02/2021,Colorado,5763976
1774,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/09/2020,7-Day Average Percent Positivity,0.118,02/02/2021,Colorado,5763976
1775,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/09/2020,3-Day Average Percent Positivity,0.125,02/02/2021,Colorado,5763976
1776,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/10/2020,Percent Positivity,0.104,02/02/2021,Colorado,5763976
1777,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/10/2020,People Tested at CDPHE State Lab,8833,02/02/2021,Colorado,5763976
1778,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/10/2020,People Tested at Non-CDPHE (Commerical) Labs,32901,02/02/2021,Colorado,5763976
1779,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/10/2020,Cumulative People Tested at CDPHE State Lab,677842,02/02/2021,Colorado,5763976
1780,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/10/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1696129,02/02/2021,Colorado,5763976
1781,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/10/2020,7-Day Average Percent Positivity,0.116,02/02/2021,Colorado,5763976
1782,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/10/2020,3-Day Average Percent Positivity,0.118,02/02/2021,Colorado,5763976
1783,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/11/2020,Percent Positivity,0.126,02/02/2021,Colorado,5763976
1784,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/11/2020,People Tested at CDPHE State Lab,10132,02/02/2021,Colorado,5763976
1785,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/11/2020,People Tested at Non-CDPHE (Commerical) Labs,35101,02/02/2021,Colorado,5763976
1786,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/11/2020,Cumulative People Tested at CDPHE State Lab,687974,02/02/2021,Colorado,5763976
1787,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/11/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1731230,02/02/2021,Colorado,5763976
1788,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/11/2020,7-Day Average Percent Positivity,0.118,02/02/2021,Colorado,5763976
1789,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/11/2020,3-Day Average Percent Positivity,0.117,02/02/2021,Colorado,5763976
1790,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/12/2020,Percent Positivity,0.138,02/02/2021,Colorado,5763976
1791,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/12/2020,People Tested at CDPHE State Lab,9134,02/02/2021,Colorado,5763976
1792,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/12/2020,People Tested at Non-CDPHE (Commerical) Labs,43866,02/02/2021,Colorado,5763976
1793,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/12/2020,Cumulative People Tested at CDPHE State Lab,697108,02/02/2021,Colorado,5763976
1794,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/12/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1775096,02/02/2021,Colorado,5763976
1795,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/12/2020,7-Day Average Percent Positivity,0.123,02/02/2021,Colorado,5763976
1796,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/12/2020,3-Day Average Percent Positivity,0.124,02/02/2021,Colorado,5763976
1797,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/13/2020,Percent Positivity,0.134,02/02/2021,Colorado,5763976
1798,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/13/2020,People Tested at CDPHE State Lab,7236,02/02/2021,Colorado,5763976
1799,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/13/2020,People Tested at Non-CDPHE (Commerical) Labs,35542,02/02/2021,Colorado,5763976
1800,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/13/2020,Cumulative People Tested at CDPHE State Lab,704344,02/02/2021,Colorado,5763976
1801,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/13/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1810638,02/02/2021,Colorado,5763976
1802,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/13/2020,7-Day Average Percent Positivity,0.126,02/02/2021,Colorado,5763976
1803,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/13/2020,3-Day Average Percent Positivity,0.133,02/02/2021,Colorado,5763976
1804,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/14/2020,Percent Positivity,0.131,02/02/2021,Colorado,5763976
1805,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/14/2020,People Tested at CDPHE State Lab,6024,02/02/2021,Colorado,5763976
1806,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/14/2020,People Tested at Non-CDPHE (Commerical) Labs,33334,02/02/2021,Colorado,5763976
1807,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/14/2020,Cumulative People Tested at CDPHE State Lab,710368,02/02/2021,Colorado,5763976
1808,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/14/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1843972,02/02/2021,Colorado,5763976
1809,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/14/2020,7-Day Average Percent Positivity,0.127,02/02/2021,Colorado,5763976
1810,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/14/2020,3-Day Average Percent Positivity,0.135,02/02/2021,Colorado,5763976
1811,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/15/2020,Percent Positivity,0.125,02/02/2021,Colorado,5763976
1812,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/15/2020,People Tested at CDPHE State Lab,8349,02/02/2021,Colorado,5763976
1813,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/15/2020,People Tested at Non-CDPHE (Commerical) Labs,28450,02/02/2021,Colorado,5763976
1814,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/15/2020,Cumulative People Tested at CDPHE State Lab,718717,02/02/2021,Colorado,5763976
1815,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/15/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1872422,02/02/2021,Colorado,5763976
1816,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/15/2020,7-Day Average Percent Positivity,0.126,02/02/2021,Colorado,5763976
1817,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/15/2020,3-Day Average Percent Positivity,0.13,02/02/2021,Colorado,5763976
1818,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/16/2020,Percent Positivity,0.122,02/02/2021,Colorado,5763976
1819,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/16/2020,People Tested at CDPHE State Lab,9730,02/02/2021,Colorado,5763976
1820,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/16/2020,People Tested at Non-CDPHE (Commerical) Labs,30333,02/02/2021,Colorado,5763976
1821,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/16/2020,Cumulative People Tested at CDPHE State Lab,728447,02/02/2021,Colorado,5763976
1822,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/16/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1902755,02/02/2021,Colorado,5763976
1823,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/16/2020,7-Day Average Percent Positivity,0.126,02/02/2021,Colorado,5763976
1824,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/16/2020,3-Day Average Percent Positivity,0.126,02/02/2021,Colorado,5763976
1825,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/17/2020,Percent Positivity,0.125,02/02/2021,Colorado,5763976
1826,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/17/2020,People Tested at CDPHE State Lab,8721,02/02/2021,Colorado,5763976
1827,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/17/2020,People Tested at Non-CDPHE (Commerical) Labs,33313,02/02/2021,Colorado,5763976
1828,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/17/2020,Cumulative People Tested at CDPHE State Lab,737168,02/02/2021,Colorado,5763976
1829,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/17/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1936068,02/02/2021,Colorado,5763976
1830,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/17/2020,7-Day Average Percent Positivity,0.129,02/02/2021,Colorado,5763976
1831,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/17/2020,3-Day Average Percent Positivity,0.124,02/02/2021,Colorado,5763976
1832,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/18/2020,Percent Positivity,0.123,02/02/2021,Colorado,5763976
1833,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/18/2020,People Tested at CDPHE State Lab,7352,02/02/2021,Colorado,5763976
1834,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/18/2020,People Tested at Non-CDPHE (Commerical) Labs,48902,02/02/2021,Colorado,5763976
1835,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/18/2020,Cumulative People Tested at CDPHE State Lab,744520,02/02/2021,Colorado,5763976
1836,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/18/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,1984970,02/02/2021,Colorado,5763976
1837,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/18/2020,7-Day Average Percent Positivity,0.129,02/02/2021,Colorado,5763976
1838,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/18/2020,3-Day Average Percent Positivity,0.123,02/02/2021,Colorado,5763976
1839,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/19/2020,Percent Positivity,0.118,02/02/2021,Colorado,5763976
1840,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/19/2020,People Tested at CDPHE State Lab,9118,02/02/2021,Colorado,5763976
1841,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/19/2020,People Tested at Non-CDPHE (Commerical) Labs,48644,02/02/2021,Colorado,5763976
1842,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/19/2020,Cumulative People Tested at CDPHE State Lab,753638,02/02/2021,Colorado,5763976
1843,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/19/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,2033614,02/02/2021,Colorado,5763976
1844,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/19/2020,7-Day Average Percent Positivity,0.125,02/02/2021,Colorado,5763976
1845,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/19/2020,3-Day Average Percent Positivity,0.122,02/02/2021,Colorado,5763976
1846,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/20/2020,Percent Positivity,0.124,02/02/2021,Colorado,5763976
1847,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/20/2020,People Tested at CDPHE State Lab,8242,02/02/2021,Colorado,5763976
1848,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/20/2020,People Tested at Non-CDPHE (Commerical) Labs,47454,02/02/2021,Colorado,5763976
1849,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/20/2020,Cumulative People Tested at CDPHE State Lab,761880,02/02/2021,Colorado,5763976
1850,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/20/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,2081068,02/02/2021,Colorado,5763976
1851,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/20/2020,7-Day Average Percent Positivity,0.124,02/02/2021,Colorado,5763976
1852,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/20/2020,3-Day Average Percent Positivity,0.122,02/02/2021,Colorado,5763976
1853,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/21/2020,Percent Positivity,0.105,02/02/2021,Colorado,5763976
1854,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/21/2020,People Tested at CDPHE State Lab,5261,02/02/2021,Colorado,5763976
1855,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/21/2020,People Tested at Non-CDPHE (Commerical) Labs,43402,02/02/2021,Colorado,5763976
1856,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/21/2020,Cumulative People Tested at CDPHE State Lab,767141,02/02/2021,Colorado,5763976
1857,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/21/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,2124470,02/02/2021,Colorado,5763976
1858,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/21/2020,7-Day Average Percent Positivity,0.12,02/02/2021,Colorado,5763976
1859,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/21/2020,3-Day Average Percent Positivity,0.116,02/02/2021,Colorado,5763976
1860,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/22/2020,Percent Positivity,0.11,02/02/2021,Colorado,5763976
1861,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/22/2020,People Tested at CDPHE State Lab,11178,02/02/2021,Colorado,5763976
1862,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/22/2020,People Tested at Non-CDPHE (Commerical) Labs,35726,02/02/2021,Colorado,5763976
1863,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/22/2020,Cumulative People Tested at CDPHE State Lab,778319,02/02/2021,Colorado,5763976
1864,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/22/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,2160196,02/02/2021,Colorado,5763976
1865,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/22/2020,7-Day Average Percent Positivity,0.118,02/02/2021,Colorado,5763976
1866,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/22/2020,3-Day Average Percent Positivity,0.114,02/02/2021,Colorado,5763976
1867,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/23/2020,Percent Positivity,0.108,02/02/2021,Colorado,5763976
1868,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/23/2020,People Tested at CDPHE State Lab,11978,02/02/2021,Colorado,5763976
1869,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/23/2020,People Tested at Non-CDPHE (Commerical) Labs,26190,02/02/2021,Colorado,5763976
1870,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/23/2020,Cumulative People Tested at CDPHE State Lab,790297,02/02/2021,Colorado,5763976
1871,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/23/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,2186386,02/02/2021,Colorado,5763976
1872,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/23/2020,7-Day Average Percent Positivity,0.117,02/02/2021,Colorado,5763976
1873,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/23/2020,3-Day Average Percent Positivity,0.108,02/02/2021,Colorado,5763976
1874,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/24/2020,Percent Positivity,0.11,02/02/2021,Colorado,5763976
1875,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/24/2020,People Tested at CDPHE State Lab,6883,02/02/2021,Colorado,5763976
1876,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/24/2020,People Tested at Non-CDPHE (Commerical) Labs,34735,02/02/2021,Colorado,5763976
1877,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/24/2020,Cumulative People Tested at CDPHE State Lab,797180,02/02/2021,Colorado,5763976
1878,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/24/2020,Cumulative People Tested at Non-CDPHE (Commerical) Labs,2221121,02/02/2021,Colorado,5763976
1879,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/24/2020,7-Day Average Percent Positivity,0.115,02/02/2021,Colorado,5763976
1880,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/24/2020,3-Day Average Percent Positivity,0.11,02/02/2021,Colorado,5763976
1881,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/25/2020,Percent Positivity,0.105,02/02/2021,Colorado,5763976
1882,Daily COVID-19 PCR Test Data From Clinical Laboratories,11/25/2020,People Tested at CDPHE State Lab,11315,02/02/2021,Colorado,5763976
